Input Seq 1,2022 NAICS Code,2022 NAICS Title,Related SIC Code,Related SIC Code Description,Change to 2017 Code,2017 NAICS Code,2017 NAICS Code
242,238390,Other Building Finishing Contractors,1799,"Special Trade Contractors, Nec",No Change,238390,Other Building Finishing Contractors
243,238910,Site Preparation Contractors,1081,Metal Mining Services,No Change,238910,Site Preparation Contractors
244,238910,Site Preparation Contractors,1241,Coal Mining Services,No Change,238910,Site Preparation Contractors
245,238910,Site Preparation Contractors,1389,"Oil and Gas Field Services, Nec",No Change,238910,Site Preparation Contractors
246,238910,Site Preparation Contractors,1481,Nonmetallic Mineral Services,No Change,238910,Site Preparation Contractors
247,238910,Site Preparation Contractors,1629,"Heavy Construction, Nec",No Change,238910,Site Preparation Contractors
248,238910,Site Preparation Contractors,1711,"Plumbing, Heating, Air-conditioning",No Change,238910,Site Preparation Contractors
249,238910,Site Preparation Contractors,1794,Excavation Work,No Change,238910,Site Preparation Contractors
250,238910,Site Preparation Contractors,1795,Wrecking and Demolition Work,No Change,238910,Site Preparation Contractors
251,238910,Site Preparation Contractors,1799,"Special Trade Contractors, Nec",No Change,238910,Site Preparation Contractors
252,238910,Site Preparation Contractors,7353,Heavy Construction Equipment Rental,No Change,238910,Site Preparation Contractors
253,238990,All Other Specialty Trade Contractors,1771,Concrete Work,No Change,238990,All Other Specialty Trade Contractors
254,238990,All Other Specialty Trade Contractors,1799,"Special Trade Contractors, Nec",No Change,238990,All Other Specialty Trade Contractors
255,238990,All Other Specialty Trade Contractors,7353,Heavy Construction Equipment Rental,No Change,238990,All Other Specialty Trade Contractors
256,311111,Dog and Cat Food Manufacturing ,2047,Dog and Cat Food,No Change,311111,Dog and Cat Food Manufacturing 
257,311119,Other Animal Food Manufacturing ,0723,Crop Preparation Services For Market,No Change,311119,Other Animal Food Manufacturing 
258,311119,Other Animal Food Manufacturing ,2048,"Prepared Feeds, Nec",No Change,311119,Other Animal Food Manufacturing 
259,311211,Flour Milling ,2034,"Dehydrated Fruits, Vegetables, Soups",No Change,311211,Flour Milling 
260,311211,Flour Milling ,2041,Flour and Other Grain Mill Products,No Change,311211,Flour Milling 
261,311212,Rice Milling ,2044,Rice Milling,No Change,311212,Rice Milling 
262,311212,Rice Milling ,2099,"Food Preparations, Nec",No Change,311212,Rice Milling 
263,311213,Malt Manufacturing ,2083,Malt,No Change,311213,Malt Manufacturing 
264,311221,Wet Corn Milling and Starch Manufacturing ,2046,Wet Corn Milling,"Same Code, new title",311221,Wet Corn Milling 
265,311224,Soybean and Other Oilseed Processing ,2074,Cottonseed Oil Mills,No Change,311224,Soybean and Other Oilseed Processing 
266,311224,Soybean and Other Oilseed Processing ,2075,Soybean Oil Mills,No Change,311224,Soybean and Other Oilseed Processing 
267,311224,Soybean and Other Oilseed Processing ,2076,"Vegetable Oil Mills, Nec",No Change,311224,Soybean and Other Oilseed Processing 
268,311224,Soybean and Other Oilseed Processing ,2079,Edible Fats and Oils,No Change,311224,Soybean and Other Oilseed Processing 
269,311224,Soybean and Other Oilseed Processing ,2079,Edible Fats and Oils,No Change,311224,Soybean and Other Oilseed Processing 
270,311225,Fats and Oils Refining and Blending ,2046,Wet Corn Milling,No Change,311225,Fats and Oils Refining and Blending 
271,311225,Fats and Oils Refining and Blending ,2074,Cottonseed Oil Mills,No Change,311225,Fats and Oils Refining and Blending 
272,311225,Fats and Oils Refining and Blending ,2075,Soybean Oil Mills,No Change,311225,Fats and Oils Refining and Blending 
273,311225,Fats and Oils Refining and Blending ,2076,"Vegetable Oil Mills, Nec",No Change,311225,Fats and Oils Refining and Blending 
274,311225,Fats and Oils Refining and Blending ,2079,Edible Fats and Oils,No Change,311225,Fats and Oils Refining and Blending 
275,311230,Breakfast Cereal Manufacturing,2043,Cereal Breakfast Foods,No Change,311230,Breakfast Cereal Manufacturing
276,311313,Beet Sugar Manufacturing ,2063,Beet Sugar,No Change,311313,Beet Sugar Manufacturing 
277,311314,Cane Sugar Manufacturing ,2061,Raw Cane Sugar,No Change,311314,Cane Sugar Manufacturing 
278,311314,Cane Sugar Manufacturing ,2062,Cane Sugar Refining,No Change,311314,Cane Sugar Manufacturing 
279,311340,Nonchocolate Confectionery Manufacturing,2064,Candy and Other Confectionery Products,No Change,311340,Nonchocolate Confectionery Manufacturing
280,311340,Nonchocolate Confectionery Manufacturing,2067,Chewing Gum,No Change,311340,Nonchocolate Confectionery Manufacturing
281,311340,Nonchocolate Confectionery Manufacturing,2099,"Food Preparations, Nec",No Change,311340,Nonchocolate Confectionery Manufacturing
282,311340,Nonchocolate Confectionery Manufacturing,5441,"Candy, Nut, and Confectionery Stores",No Change,311340,Nonchocolate Confectionery Manufacturing
283,311351,Chocolate and Confectionery Manufacturing from Cacao Beans ,2066,Chocolate and Cocoa Products,No Change,311351,Chocolate and Confectionery Manufacturing from Cacao Beans 
284,311352,Confectionery Manufacturing from Purchased Chocolate ,2064,Candy and Other Confectionery Products,No Change,311352,Confectionery Manufacturing from Purchased Chocolate 
285,311352,Confectionery Manufacturing from Purchased Chocolate ,2066,Chocolate and Cocoa Products,No Change,311352,Confectionery Manufacturing from Purchased Chocolate 
286,311352,Confectionery Manufacturing from Purchased Chocolate ,5441,"Candy, Nut, and Confectionery Stores",No Change,311352,Confectionery Manufacturing from Purchased Chocolate 
287,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing ",2037,Frozen Fruits and Vegetables,No Change,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
288,311412,Frozen Specialty Food Manufacturing ,2038,"Frozen Specialties, Nec",No Change,311412,Frozen Specialty Food Manufacturing 
289,311421,Fruit and Vegetable Canning ,2033,Canned Fruits and Specialties,No Change,311421,Fruit and Vegetable Canning 
290,311421,Fruit and Vegetable Canning ,2035,"Pickles, Sauces, and Salad Dressings",No Change,311421,Fruit and Vegetable Canning 
291,311422,Specialty Canning ,2032,Canned Specialties,No Change,311422,Specialty Canning 
292,311423,Dried and Dehydrated Food Manufacturing ,2034,"Dehydrated Fruits, Vegetables, Soups",No Change,311423,Dried and Dehydrated Food Manufacturing 
293,311423,Dried and Dehydrated Food Manufacturing ,2099,"Food Preparations, Nec",No Change,311423,Dried and Dehydrated Food Manufacturing 
294,311511,Fluid Milk Manufacturing ,2023,"Dry, Condensed, Evaporated Products",No Change,311511,Fluid Milk Manufacturing 
295,311511,Fluid Milk Manufacturing ,2026,Fluid Milk,No Change,311511,Fluid Milk Manufacturing 
296,311512,Creamery Butter Manufacturing ,2021,Creamery Butter,No Change,311512,Creamery Butter Manufacturing 
297,311513,Cheese Manufacturing ,2022,Cheese; Natural and Processed,No Change,311513,Cheese Manufacturing 
298,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",2023,"Dry, Condensed, Evaporated Products",No Change,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing "
299,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing ",2026,Fluid Milk,No Change,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing "
300,311520,Ice Cream and Frozen Dessert Manufacturing,2024,Ice Cream and Frozen Desserts,No Change,311520,Ice Cream and Frozen Dessert Manufacturing
301,311611,Animal (except Poultry) Slaughtering ,0751,"Livestock Services, Except Veterinary",No Change,311611,Animal (except Poultry) Slaughtering 
302,311611,Animal (except Poultry) Slaughtering ,2011,Meat Packing Plants,No Change,311611,Animal (except Poultry) Slaughtering 
303,311611,Animal (except Poultry) Slaughtering ,2048,"Prepared Feeds, Nec",No Change,311611,Animal (except Poultry) Slaughtering 
304,311612,Meat Processed from Carcasses ,2013,Sausages and Other Prepared Meats,No Change,311612,Meat Processed from Carcasses 
305,311612,Meat Processed from Carcasses ,5147,Meats and Meat Products,No Change,311612,Meat Processed from Carcasses 
306,311613,Rendering and Meat Byproduct Processing ,2013,Sausages and Other Prepared Meats,No Change,311613,Rendering and Meat Byproduct Processing 
307,311613,Rendering and Meat Byproduct Processing ,2077,Animal and Marine Fats and Oils,No Change,311613,Rendering and Meat Byproduct Processing 
308,311615,Poultry Processing ,2015,Poultry Slaughtering and Processing,No Change,311615,Poultry Processing 
309,311710,Seafood Product Preparation and Packaging,2077,Animal and Marine Fats and Oils,No Change,311710,Seafood Product Preparation and Packaging
310,311710,Seafood Product Preparation and Packaging,2077,Animal and Marine Fats and Oils,No Change,311710,Seafood Product Preparation and Packaging
311,311710,Seafood Product Preparation and Packaging,2091,Canned and Cured Fish and Seafoods,No Change,311710,Seafood Product Preparation and Packaging
312,311710,Seafood Product Preparation and Packaging,2092,Fresh or Frozen Packaged Fish,No Change,311710,Seafood Product Preparation and Packaging
313,311811,Retail Bakeries ,5461,Retail Bakeries,No Change,311811,Retail Bakeries 
314,311812,Commercial Bakeries ,2051,"Bread, Cake, and Related Products",No Change,311812,Commercial Bakeries 
315,311812,Commercial Bakeries ,2052,Cookies and Crackers,No Change,311812,Commercial Bakeries 
316,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing ",2053,"Frozen Bakery Products, Except Bread",No Change,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing "
317,311821,Cookie and Cracker Manufacturing ,2052,Cookies and Crackers,No Change,311821,Cookie and Cracker Manufacturing 
318,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",2045,Prepared Flour Mixes and Doughs,No Change,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour "
319,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",2098,Macaroni and Spaghetti,No Change,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour "
320,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ",2099,"Food Preparations, Nec",No Change,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour "
321,311830,Tortilla Manufacturing,2099,"Food Preparations, Nec",No Change,311830,Tortilla Manufacturing
322,311911,Roasted Nuts and Peanut Butter Manufacturing ,2068,Salted and Roasted Nuts and Seeds,No Change,311911,Roasted Nuts and Peanut Butter Manufacturing 
323,311911,Roasted Nuts and Peanut Butter Manufacturing ,2099,"Food Preparations, Nec",No Change,311911,Roasted Nuts and Peanut Butter Manufacturing 
324,311919,Other Snack Food Manufacturing ,2052,Cookies and Crackers,No Change,311919,Other Snack Food Manufacturing 
325,311919,Other Snack Food Manufacturing ,2096,Potato Chips and Similar Snacks,No Change,311919,Other Snack Food Manufacturing 
326,311920,Coffee and Tea Manufacturing ,2043,Cereal Breakfast Foods,No Change,311920,Coffee and Tea Manufacturing 
327,311920,Coffee and Tea Manufacturing ,2087,"Flavoring Extracts and Syrups, Nec",No Change,311920,Coffee and Tea Manufacturing 
328,311920,Coffee and Tea Manufacturing ,2095,Roasted Coffee,No Change,311920,Coffee and Tea Manufacturing 
329,311920,Coffee and Tea Manufacturing ,2099,"Food Preparations, Nec",No Change,311920,Coffee and Tea Manufacturing 
330,311930,Flavoring Syrup and Concentrate Manufacturing,2087,"Flavoring Extracts and Syrups, Nec",No Change,311930,Flavoring Syrup and Concentrate Manufacturing
331,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",2035,"Pickles, Sauces, and Salad Dressings",No Change,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing "
332,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing ",2099,"Food Preparations, Nec",No Change,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing "
333,311942,Spice and Extract Manufacturing ,2082,Malt Beverages,No Change,311942,Spice and Extract Manufacturing 
334,311942,Spice and Extract Manufacturing ,2087,"Flavoring Extracts and Syrups, Nec",No Change,311942,Spice and Extract Manufacturing 
335,311942,Spice and Extract Manufacturing ,2099,"Food Preparations, Nec",No Change,311942,Spice and Extract Manufacturing 
336,311942,Spice and Extract Manufacturing ,2899,"Chemical Preparations, Nec",No Change,311942,Spice and Extract Manufacturing 
337,311991,Perishable Prepared Food Manufacturing ,2099,"Food Preparations, Nec",No Change,311991,Perishable Prepared Food Manufacturing 
338,311999,All Other Miscellaneous Food Manufacturing ,2015,Poultry Slaughtering and Processing,No Change,311999,All Other Miscellaneous Food Manufacturing 
339,311999,All Other Miscellaneous Food Manufacturing ,2032,Canned Specialties,No Change,311999,All Other Miscellaneous Food Manufacturing 
340,311999,All Other Miscellaneous Food Manufacturing ,2034,"Dehydrated Fruits, Vegetables, Soups",No Change,311999,All Other Miscellaneous Food Manufacturing 
341,311999,All Other Miscellaneous Food Manufacturing ,2087,"Flavoring Extracts and Syrups, Nec",No Change,311999,All Other Miscellaneous Food Manufacturing 
342,311999,All Other Miscellaneous Food Manufacturing ,2099,"Food Preparations, Nec",No Change,311999,All Other Miscellaneous Food Manufacturing 
343,312111,Soft Drink Manufacturing ,2086,Bottled and Canned Soft Drinks,No Change,312111,Soft Drink Manufacturing 
